"orderid","productid","productname","qty","orderdate","unitprice","custid","shipcountry"
10499,28,"Product OFBNT",20,"2007-04-08 00:00:00",45.6,"46","Venezuela"
10499,49,"Product FPYPN",25,"2007-04-08 00:00:00",20.0,"46","Venezuela"
10500,15,"Product KSZOI",12,"2007-04-09 00:00:00",15.5,"41","France"
10500,28,"Product OFBNT",8,"2007-04-09 00:00:00",45.6,"41","France"
10501,54,"Product QAQRL",20,"2007-04-09 00:00:00",7.45,"6","Germany"
10502,45,"Product AQOKR",21,"2007-04-10 00:00:00",9.5,"58","Mexico"
10502,53,"Product BKGEA",6,"2007-04-10 00:00:00",32.8,"58","Mexico"
10502,67,"Product XLXQF",30,"2007-04-10 00:00:00",14.0,"58","Mexico"
10503,14,"Product PWCJB",70,"2007-04-11 00:00:00",23.25,"37","Ireland"
10503,65,"Product XYWBZ",20,"2007-04-11 00:00:00",21.05,"37","Ireland"
10504,2,"Product RECZE",12,"2007-04-11 00:00:00",19.0,"89","USA"
10504,21,"Product VJZZH",12,"2007-04-11 00:00:00",10.0,"89","USA"
10504,53,"Product BKGEA",10,"2007-04-11 00:00:00",32.8,"89","USA"
10504,61,"Product XYZPE",25,"2007-04-11 00:00:00",28.5,"89","USA"
10505,62,"Product WUXYK",3,"2007-04-14 00:00:00",49.3,"51","Canada"
10506,25,"Product LYLNI",18,"2007-04-15 00:00:00",14.0,"39","Germany"
10506,70,"Product TOONT",14,"2007-04-15 00:00:00",15.0,"39","Germany"
10507,43,"Product ZZZHR",15,"2007-04-15 00:00:00",46.0,"3","Mexico"
10507,48,"Product MYNXN",15,"2007-04-15 00:00:00",12.75,"3","Mexico"
10508,13,"Product POXFU",10,"2007-04-16 00:00:00",6.0,"56","Germany"
10508,39,"Product LSOFL",10,"2007-04-16 00:00:00",18.0,"56","Germany"
10509,28,"Product OFBNT",3,"2007-04-17 00:00:00",45.6,"6","Germany"
10510,29,"Product VJXYN",36,"2007-04-18 00:00:00",123.79,"71","USA"
10510,75,"Product BWRLG",36,"2007-04-18 00:00:00",7.75,"71","USA"
10511,4,"Product KSBRM",50,"2007-04-18 00:00:00",22.0,"9","France"
10511,7,"Product HMLNI",50,"2007-04-18 00:00:00",30.0,"9","France"
10511,8,"Product WVJFP",10,"2007-04-18 00:00:00",40.0,"9","France"
10512,24,"Product QOGNU",10,"2007-04-21 00:00:00",4.5,"21","Brazil"
10512,46,"Product CBRRL",9,"2007-04-21 00:00:00",12.0,"21","Brazil"
10512,47,"Product EZZPR",6,"2007-04-21 00:00:00",9.5,"21","Brazil"
10512,60,"Product WHBYK",12,"2007-04-21 00:00:00",34.0,"21","Brazil"
10513,21,"Product VJZZH",40,"2007-04-22 00:00:00",10.0,"86","Germany"
10513,32,"Product NUNAW",50,"2007-04-22 00:00:00",32.0,"86","Germany"
10513,61,"Product XYZPE",15,"2007-04-22 00:00:00",28.5,"86","Germany"
10514,20,"Product QHFFP",39,"2007-04-22 00:00:00",81.0,"20","Austria"
10514,28,"Product OFBNT",35,"2007-04-22 00:00:00",45.6,"20","Austria"
10514,56,"Product VKCMF",70,"2007-04-22 00:00:00",38.0,"20","Austria"
10514,65,"Product XYWBZ",39,"2007-04-22 00:00:00",21.05,"20","Austria"
10514,75,"Product BWRLG",50,"2007-04-22 00:00:00",7.75,"20","Austria"
10515,9,"Product AOZBW",16,"2007-04-23 00:00:00",97.0,"63","Germany"
10515,16,"Product PAFRH",50,"2007-04-23 00:00:00",17.45,"63","Germany"
10515,27,"Product SMIOH",120,"2007-04-23 00:00:00",43.9,"63","Germany"
10515,33,"Product ASTMN",16,"2007-04-23 00:00:00",2.5,"63","Germany"
10515,60,"Product WHBYK",84,"2007-04-23 00:00:00",34.0,"63","Germany"
10516,18,"Product CKEDC",25,"2007-04-24 00:00:00",62.5,"37","Ireland"
10516,41,"Product TTEEX",80,"2007-04-24 00:00:00",9.65,"37","Ireland"
10516,42,"Product RJVNM",20,"2007-04-24 00:00:00",14.0,"37","Ireland"
10517,52,"Product QSRXF",6,"2007-04-24 00:00:00",7.0,"53","UK"
10517,59,"Product UKXRI",4,"2007-04-24 00:00:00",55.0,"53","UK"
10517,70,"Product TOONT",6,"2007-04-24 00:00:00",15.0,"53","UK"
10518,24,"Product QOGNU",5,"2007-04-25 00:00:00",4.5,"80","Mexico"
10518,38,"Product QDOMO",15,"2007-04-25 00:00:00",263.5,"80","Mexico"
10518,44,"Product VJIEO",9,"2007-04-25 00:00:00",19.45,"80","Mexico"
10519,10,"Product YHXGE",16,"2007-04-28 00:00:00",31.0,"14","Switzerland"
10519,56,"Product VKCMF",40,"2007-04-28 00:00:00",38.0,"14","Switzerland"
10519,60,"Product WHBYK",10,"2007-04-28 00:00:00",34.0,"14","Switzerland"
10520,24,"Product QOGNU",8,"2007-04-29 00:00:00",4.5,"70","Norway"
10520,53,"Product BKGEA",5,"2007-04-29 00:00:00",32.8,"70","Norway"
10521,35,"Product NEVTJ",3,"2007-04-29 00:00:00",18.0,"12","Argentina"
10521,41,"Product TTEEX",10,"2007-04-29 00:00:00",9.65,"12","Argentina"
10521,68,"Product TBTBL",6,"2007-04-29 00:00:00",12.5,"12","Argentina"
10522,1,"Product HHYDP",40,"2007-04-30 00:00:00",18.0,"44","Germany"
10522,8,"Product WVJFP",24,"2007-04-30 00:00:00",40.0,"44","Germany"
10522,30,"Product LYERX",20,"2007-04-30 00:00:00",25.89,"44","Germany"
10522,40,"Product YZIXQ",25,"2007-04-30 00:00:00",18.4,"44","Germany"
10523,17,"Product BLCAX",25,"2007-05-01 00:00:00",39.0,"72","UK"
10523,20,"Product QHFFP",15,"2007-05-01 00:00:00",81.0,"72","UK"
10523,37,"Product EVFFA",18,"2007-05-01 00:00:00",26.0,"72","UK"
10523,41,"Product TTEEX",6,"2007-05-01 00:00:00",9.65,"72","UK"
10524,10,"Product YHXGE",2,"2007-05-01 00:00:00",31.0,"5","Sweden"
10524,30,"Product LYERX",10,"2007-05-01 00:00:00",25.89,"5","Sweden"
10524,43,"Product ZZZHR",60,"2007-05-01 00:00:00",46.0,"5","Sweden"
10524,54,"Product QAQRL",15,"2007-05-01 00:00:00",7.45,"5","Sweden"
10525,36,"Product GMKIJ",30,"2007-05-02 00:00:00",19.0,"9","France"
10525,40,"Product YZIXQ",15,"2007-05-02 00:00:00",18.4,"9","France"
10526,1,"Product HHYDP",8,"2007-05-05 00:00:00",18.0,"87","Finland"
10526,13,"Product POXFU",10,"2007-05-05 00:00:00",6.0,"87","Finland"
10526,56,"Product VKCMF",30,"2007-05-05 00:00:00",38.0,"87","Finland"
10527,4,"Product KSBRM",50,"2007-05-05 00:00:00",22.0,"63","Germany"
10527,36,"Product GMKIJ",30,"2007-05-05 00:00:00",19.0,"63","Germany"
10528,11,"Product QMVUN",3,"2007-05-06 00:00:00",21.0,"32","USA"
10528,33,"Product ASTMN",8,"2007-05-06 00:00:00",2.5,"32","USA"
10528,72,"Product GEEOO",9,"2007-05-06 00:00:00",34.8,"32","USA"
10529,55,"Product YYWRT",14,"2007-05-07 00:00:00",24.0,"50","Belgium"
10529,68,"Product TBTBL",20,"2007-05-07 00:00:00",12.5,"50","Belgium"
10529,69,"Product COAXA",10,"2007-05-07 00:00:00",36.0,"50","Belgium"
10530,17,"Product BLCAX",40,"2007-05-08 00:00:00",39.0,"59","Austria"
10530,43,"Product ZZZHR",25,"2007-05-08 00:00:00",46.0,"59","Austria"
10530,61,"Product XYZPE",20,"2007-05-08 00:00:00",28.5,"59","Austria"
10530,76,"Product JYGFE",50,"2007-05-08 00:00:00",18.0,"59","Austria"
10531,59,"Product UKXRI",2,"2007-05-08 00:00:00",55.0,"54","Argentina"
10532,30,"Product LYERX",15,"2007-05-09 00:00:00",25.89,"19","UK"
10532,66,"Product LQMGN",24,"2007-05-09 00:00:00",17.0,"19","UK"
10533,4,"Product KSBRM",50,"2007-05-12 00:00:00",22.0,"24","Sweden"
10533,72,"Product GEEOO",24,"2007-05-12 00:00:00",34.8,"24","Sweden"
10533,73,"Product WEUJZ",24,"2007-05-12 00:00:00",15.0,"24","Sweden"
10534,30,"Product LYERX",10,"2007-05-12 00:00:00",25.89,"44","Germany"
10534,40,"Product YZIXQ",10,"2007-05-12 00:00:00",18.4,"44","Germany"
10534,54,"Product QAQRL",10,"2007-05-12 00:00:00",7.45,"44","Germany"
10535,11,"Product QMVUN",50,"2007-05-13 00:00:00",21.0,"3","Mexico"
10535,40,"Product YZIXQ",10,"2007-05-13 00:00:00",18.4,"3","Mexico"
10535,57,"Product OVLQI",5,"2007-05-13 00:00:00",19.5,"3","Mexico"
10535,59,"Product UKXRI",15,"2007-05-13 00:00:00",55.0,"3","Mexico"
10536,12,"Product OSFNS",15,"2007-05-14 00:00:00",38.0,"44","Germany"
10536,31,"Product XWOXC",20,"2007-05-14 00:00:00",12.5,"44","Germany"
10536,33,"Product ASTMN",30,"2007-05-14 00:00:00",2.5,"44","Germany"
10536,60,"Product WHBYK",35,"2007-05-14 00:00:00",34.0,"44","Germany"
10537,31,"Product XWOXC",30,"2007-05-14 00:00:00",12.5,"68","Switzerland"
10537,51,"Product APITJ",6,"2007-05-14 00:00:00",53.0,"68","Switzerland"
10537,58,"Product ACRVI",20,"2007-05-14 00:00:00",13.25,"68","Switzerland"
10537,72,"Product GEEOO",21,"2007-05-14 00:00:00",34.8,"68","Switzerland"
10537,73,"Product WEUJZ",9,"2007-05-14 00:00:00",15.0,"68","Switzerland"
10538,70,"Product TOONT",7,"2007-05-15 00:00:00",15.0,"11","UK"
10538,72,"Product GEEOO",1,"2007-05-15 00:00:00",34.8,"11","UK"
10539,13,"Product POXFU",8,"2007-05-16 00:00:00",6.0,"11","UK"
10539,21,"Product VJZZH",15,"2007-05-16 00:00:00",10.0,"11","UK"
10539,33,"Product ASTMN",15,"2007-05-16 00:00:00",2.5,"11","UK"
10539,49,"Product FPYPN",6,"2007-05-16 00:00:00",20.0,"11","UK"
10540,3,"Product IMEHJ",60,"2007-05-19 00:00:00",10.0,"63","Germany"
10540,26,"Product HLGZA",40,"2007-05-19 00:00:00",31.23,"63","Germany"
10540,38,"Product QDOMO",30,"2007-05-19 00:00:00",263.5,"63","Germany"
10540,68,"Product TBTBL",35,"2007-05-19 00:00:00",12.5,"63","Germany"
10541,24,"Product QOGNU",35,"2007-05-19 00:00:00",4.5,"34","Brazil"
10541,38,"Product QDOMO",4,"2007-05-19 00:00:00",263.5,"34","Brazil"
10541,65,"Product XYWBZ",36,"2007-05-19 00:00:00",21.05,"34","Brazil"
10541,71,"Product MYMOI",9,"2007-05-19 00:00:00",21.5,"34","Brazil"
10542,11,"Product QMVUN",15,"2007-05-20 00:00:00",21.0,"39","Germany"
10542,54,"Product QAQRL",24,"2007-05-20 00:00:00",7.45,"39","Germany"
10543,12,"Product OSFNS",30,"2007-05-21 00:00:00",38.0,"46","Venezuela"
10543,23,"Product JLUDZ",70,"2007-05-21 00:00:00",9.0,"46","Venezuela"
10544,28,"Product OFBNT",7,"2007-05-21 00:00:00",45.6,"48","USA"
10544,67,"Product XLXQF",7,"2007-05-21 00:00:00",14.0,"48","USA"
10545,11,"Product QMVUN",10,"2007-05-22 00:00:00",21.0,"43","USA"
10546,7,"Product HMLNI",10,"2007-05-23 00:00:00",30.0,"84","France"
10546,35,"Product NEVTJ",30,"2007-05-23 00:00:00",18.0,"84","France"
10546,62,"Product WUXYK",40,"2007-05-23 00:00:00",49.3,"84","France"
10547,32,"Product NUNAW",24,"2007-05-23 00:00:00",32.0,"72","UK"
10547,36,"Product GMKIJ",60,"2007-05-23 00:00:00",19.0,"72","UK"
10548,34,"Product SWNJY",10,"2007-05-26 00:00:00",14.0,"79","Germany"
10548,41,"Product TTEEX",14,"2007-05-26 00:00:00",9.65,"79","Germany"
10549,31,"Product XWOXC",55,"2007-05-27 00:00:00",12.5,"63","Germany"
10549,45,"Product AQOKR",100,"2007-05-27 00:00:00",9.5,"63","Germany"
10549,51,"Product APITJ",48,"2007-05-27 00:00:00",53.0,"63","Germany"
10550,17,"Product BLCAX",8,"2007-05-28 00:00:00",39.0,"30","Spain"
10550,19,"Product XKXDO",10,"2007-05-28 00:00:00",9.2,"30","Spain"
10550,21,"Product VJZZH",6,"2007-05-28 00:00:00",10.0,"30","Spain"
10550,61,"Product XYZPE",10,"2007-05-28 00:00:00",28.5,"30","Spain"
10551,16,"Product PAFRH",40,"2007-05-28 00:00:00",17.45,"28","Portugal"
10551,35,"Product NEVTJ",20,"2007-05-28 00:00:00",18.0,"28","Portugal"
10551,44,"Product VJIEO",40,"2007-05-28 00:00:00",19.45,"28","Portugal"
10552,69,"Product COAXA",18,"2007-05-29 00:00:00",36.0,"35","Venezuela"
10552,75,"Product BWRLG",30,"2007-05-29 00:00:00",7.75,"35","Venezuela"
10553,11,"Product QMVUN",15,"2007-05-30 00:00:00",21.0,"87","Finland"
10553,16,"Product PAFRH",14,"2007-05-30 00:00:00",17.45,"87","Finland"
10553,22,"Product CPHFY",24,"2007-05-30 00:00:00",21.0,"87","Finland"
10553,31,"Product XWOXC",30,"2007-05-30 00:00:00",12.5,"87","Finland"
10553,35,"Product NEVTJ",6,"2007-05-30 00:00:00",18.0,"87","Finland"
10554,16,"Product PAFRH",30,"2007-05-30 00:00:00",17.45,"56","Germany"
10554,23,"Product JLUDZ",20,"2007-05-30 00:00:00",9.0,"56","Germany"
10554,62,"Product WUXYK",20,"2007-05-30 00:00:00",49.3,"56","Germany"
10554,77,"Product LUNZZ",10,"2007-05-30 00:00:00",13.0,"56","Germany"
10555,14,"Product PWCJB",30,"2007-06-02 00:00:00",23.25,"71","USA"
10555,19,"Product XKXDO",35,"2007-06-02 00:00:00",9.2,"71","USA"
10555,24,"Product QOGNU",18,"2007-06-02 00:00:00",4.5,"71","USA"
10555,51,"Product APITJ",20,"2007-06-02 00:00:00",53.0,"71","USA"
10555,56,"Product VKCMF",40,"2007-06-02 00:00:00",38.0,"71","USA"
10556,72,"Product GEEOO",24,"2007-06-03 00:00:00",34.8,"73","Denmark"
10557,64,"Product HCQDE",30,"2007-06-03 00:00:00",33.25,"44","Germany"
10557,75,"Product BWRLG",20,"2007-06-03 00:00:00",7.75,"44","Germany"
10558,47,"Product EZZPR",25,"2007-06-04 00:00:00",9.5,"4","UK"
10558,51,"Product APITJ",20,"2007-06-04 00:00:00",53.0,"4","UK"
10558,52,"Product QSRXF",30,"2007-06-04 00:00:00",7.0,"4","UK"
10558,53,"Product BKGEA",18,"2007-06-04 00:00:00",32.8,"4","UK"
10558,73,"Product WEUJZ",3,"2007-06-04 00:00:00",15.0,"4","UK"
10559,41,"Product TTEEX",12,"2007-06-05 00:00:00",9.65,"7","France"
10559,55,"Product YYWRT",18,"2007-06-05 00:00:00",24.0,"7","France"
10560,30,"Product LYERX",20,"2007-06-06 00:00:00",25.89,"25","Germany"
10560,62,"Product WUXYK",15,"2007-06-06 00:00:00",49.3,"25","Germany"
10561,44,"Product VJIEO",10,"2007-06-06 00:00:00",19.45,"24","Sweden"
10561,51,"Product APITJ",50,"2007-06-06 00:00:00",53.0,"24","Sweden"
10562,33,"Product ASTMN",20,"2007-06-09 00:00:00",2.5,"66","Italy"
10562,62,"Product WUXYK",10,"2007-06-09 00:00:00",49.3,"66","Italy"
10563,36,"Product GMKIJ",25,"2007-06-10 00:00:00",19.0,"67","Brazil"
10563,52,"Product QSRXF",70,"2007-06-10 00:00:00",7.0,"67","Brazil"
10564,17,"Product BLCAX",16,"2007-06-10 00:00:00",39.0,"65","USA"
10564,31,"Product XWOXC",6,"2007-06-10 00:00:00",12.5,"65","USA"
10564,55,"Product YYWRT",25,"2007-06-10 00:00:00",24.0,"65","USA"
10565,24,"Product QOGNU",25,"2007-06-11 00:00:00",4.5,"51","Canada"
10565,64,"Product HCQDE",18,"2007-06-11 00:00:00",33.25,"51","Canada"
10566,11,"Product QMVUN",35,"2007-06-12 00:00:00",21.0,"7","France"
10566,18,"Product CKEDC",18,"2007-06-12 00:00:00",62.5,"7","France"
10566,76,"Product JYGFE",10,"2007-06-12 00:00:00",18.0,"7","France"
10567,31,"Product XWOXC",60,"2007-06-12 00:00:00",12.5,"37","Ireland"
10567,51,"Product APITJ",3,"2007-06-12 00:00:00",53.0,"37","Ireland"
10567,59,"Product UKXRI",40,"2007-06-12 00:00:00",55.0,"37","Ireland"
10568,10,"Product YHXGE",5,"2007-06-13 00:00:00",31.0,"29","Spain"
10569,31,"Product XWOXC",35,"2007-06-16 00:00:00",12.5,"65","USA"
10569,76,"Product JYGFE",30,"2007-06-16 00:00:00",18.0,"65","USA"
10570,11,"Product QMVUN",15,"2007-06-17 00:00:00",21.0,"51","Canada"
10570,56,"Product VKCMF",60,"2007-06-17 00:00:00",38.0,"51","Canada"
10571,14,"Product PWCJB",11,"2007-06-17 00:00:00",23.25,"20","Austria"
10571,42,"Product RJVNM",28,"2007-06-17 00:00:00",14.0,"20","Austria"
10572,16,"Product PAFRH",12,"2007-06-18 00:00:00",17.45,"5","Sweden"
10572,32,"Product NUNAW",10,"2007-06-18 00:00:00",32.0,"5","Sweden"
10572,40,"Product YZIXQ",50,"2007-06-18 00:00:00",18.4,"5","Sweden"
10572,75,"Product BWRLG",15,"2007-06-18 00:00:00",7.75,"5","Sweden"
10573,17,"Product BLCAX",18,"2007-06-19 00:00:00",39.0,"3","Mexico"
10573,34,"Product SWNJY",40,"2007-06-19 00:00:00",14.0,"3","Mexico"
10573,53,"Product BKGEA",25,"2007-06-19 00:00:00",32.8,"3","Mexico"
10574,33,"Product ASTMN",14,"2007-06-19 00:00:00",2.5,"82","USA"
10574,40,"Product YZIXQ",2,"2007-06-19 00:00:00",18.4,"82","USA"
10574,62,"Product WUXYK",10,"2007-06-19 00:00:00",49.3,"82","USA"
10574,64,"Product HCQDE",6,"2007-06-19 00:00:00",33.25,"82","USA"
10575,59,"Product UKXRI",12,"2007-06-20 00:00:00",55.0,"52","Germany"
10575,63,"Product ICKNK",6,"2007-06-20 00:00:00",43.9,"52","Germany"
10575,72,"Product GEEOO",30,"2007-06-20 00:00:00",34.8,"52","Germany"
10575,76,"Product JYGFE",10,"2007-06-20 00:00:00",18.0,"52","Germany"
10576,1,"Product HHYDP",10,"2007-06-23 00:00:00",18.0,"80","Mexico"
10576,31,"Product XWOXC",20,"2007-06-23 00:00:00",12.5,"80","Mexico"
10576,44,"Product VJIEO",21,"2007-06-23 00:00:00",19.45,"80","Mexico"
10577,39,"Product LSOFL",10,"2007-06-23 00:00:00",18.0,"82","USA"
10577,75,"Product BWRLG",20,"2007-06-23 00:00:00",7.75,"82","USA"
10577,77,"Product LUNZZ",18,"2007-06-23 00:00:00",13.0,"82","USA"
10578,35,"Product NEVTJ",20,"2007-06-24 00:00:00",18.0,"11","UK"
10578,57,"Product OVLQI",6,"2007-06-24 00:00:00",19.5,"11","UK"
10579,15,"Product KSZOI",10,"2007-06-25 00:00:00",15.5,"45","USA"
10579,75,"Product BWRLG",21,"2007-06-25 00:00:00",7.75,"45","USA"
10580,14,"Product PWCJB",15,"2007-06-26 00:00:00",23.25,"56","Germany"
10580,41,"Product TTEEX",9,"2007-06-26 00:00:00",9.65,"56","Germany"
10580,65,"Product XYWBZ",30,"2007-06-26 00:00:00",21.05,"56","Germany"
10581,75,"Product BWRLG",50,"2007-06-26 00:00:00",7.75,"21","Brazil"
10582,57,"Product OVLQI",4,"2007-06-27 00:00:00",19.5,"6","Germany"
10582,76,"Product JYGFE",14,"2007-06-27 00:00:00",18.0,"6","Germany"
10583,29,"Product VJXYN",10,"2007-06-30 00:00:00",123.79,"87","Finland"
10583,60,"Product WHBYK",24,"2007-06-30 00:00:00",34.0,"87","Finland"
10583,69,"Product COAXA",10,"2007-06-30 00:00:00",36.0,"87","Finland"
10584,31,"Product XWOXC",50,"2007-06-30 00:00:00",12.5,"7","France"
10585,47,"Product EZZPR",15,"2007-07-01 00:00:00",9.5,"88","Brazil"
10586,52,"Product QSRXF",4,"2007-07-02 00:00:00",7.0,"66","Italy"
10587,26,"Product HLGZA",6,"2007-07-02 00:00:00",31.23,"61","Brazil"
10587,35,"Product NEVTJ",20,"2007-07-02 00:00:00",18.0,"61","Brazil"
10587,77,"Product LUNZZ",20,"2007-07-02 00:00:00",13.0,"61","Brazil"
10588,18,"Product CKEDC",40,"2007-07-03 00:00:00",62.5,"63","Germany"
10588,42,"Product RJVNM",100,"2007-07-03 00:00:00",14.0,"63","Germany"
10589,35,"Product NEVTJ",4,"2007-07-04 00:00:00",18.0,"32","USA"
10590,1,"Product HHYDP",20,"2007-07-07 00:00:00",18.0,"51","Canada"
10590,77,"Product LUNZZ",60,"2007-07-07 00:00:00",13.0,"51","Canada"
10591,3,"Product IMEHJ",14,"2007-07-07 00:00:00",10.0,"83","Denmark"
10591,7,"Product HMLNI",10,"2007-07-07 00:00:00",30.0,"83","Denmark"
10591,54,"Product QAQRL",50,"2007-07-07 00:00:00",7.45,"83","Denmark"
10592,15,"Product KSZOI",25,"2007-07-08 00:00:00",15.5,"44","Germany"
10592,26,"Product HLGZA",5,"2007-07-08 00:00:00",31.23,"44","Germany"
10593,20,"Product QHFFP",21,"2007-07-09 00:00:00",81.0,"44","Germany"
10593,69,"Product COAXA",20,"2007-07-09 00:00:00",36.0,"44","Germany"
10593,76,"Product JYGFE",4,"2007-07-09 00:00:00",18.0,"44","Germany"
10594,52,"Product QSRXF",24,"2007-07-09 00:00:00",7.0,"55","USA"
10594,58,"Product ACRVI",30,"2007-07-09 00:00:00",13.25,"55","USA"
10595,35,"Product NEVTJ",30,"2007-07-10 00:00:00",18.0,"20","Austria"
10595,61,"Product XYZPE",120,"2007-07-10 00:00:00",28.5,"20","Austria"
10595,69,"Product COAXA",65,"2007-07-10 00:00:00",36.0,"20","Austria"
10596,56,"Product VKCMF",5,"2007-07-11 00:00:00",38.0,"89","USA"
10596,63,"Product ICKNK",24,"2007-07-11 00:00:00",43.9,"89","USA"
10596,75,"Product BWRLG",30,"2007-07-11 00:00:00",7.75,"89","USA"
10597,24,"Product QOGNU",35,"2007-07-11 00:00:00",4.5,"59","Austria"
10597,57,"Product OVLQI",20,"2007-07-11 00:00:00",19.5,"59","Austria"
10597,65,"Product XYWBZ",12,"2007-07-11 00:00:00",21.05,"59","Austria"
10598,27,"Product SMIOH",50,"2007-07-14 00:00:00",43.9,"65","USA"
10598,71,"Product MYMOI",9,"2007-07-14 00:00:00",21.5,"65","USA"
10599,62,"Product WUXYK",10,"2007-07-15 00:00:00",49.3,"11","UK"
10600,54,"Product QAQRL",4,"2007-07-16 00:00:00",7.45,"36","USA"
10600,73,"Product WEUJZ",30,"2007-07-16 00:00:00",15.0,"36","USA"
10601,13,"Product POXFU",60,"2007-07-16 00:00:00",6.0,"35","Venezuela"
10601,59,"Product UKXRI",35,"2007-07-16 00:00:00",55.0,"35","Venezuela"
10602,77,"Product LUNZZ",5,"2007-07-17 00:00:00",13.0,"83","Denmark"
10603,22,"Product CPHFY",48,"2007-07-18 00:00:00",21.0,"71","USA"
10603,49,"Product FPYPN",25,"2007-07-18 00:00:00",20.0,"71","USA"
10604,48,"Product MYNXN",6,"2007-07-18 00:00:00",12.75,"28","Portugal"
10604,76,"Product JYGFE",10,"2007-07-18 00:00:00",18.0,"28","Portugal"
10605,16,"Product PAFRH",30,"2007-07-21 00:00:00",17.45,"51","Canada"
10605,59,"Product UKXRI",20,"2007-07-21 00:00:00",55.0,"51","Canada"
10605,60,"Product WHBYK",70,"2007-07-21 00:00:00",34.0,"51","Canada"
10605,71,"Product MYMOI",15,"2007-07-21 00:00:00",21.5,"51","Canada"
10606,4,"Product KSBRM",20,"2007-07-22 00:00:00",22.0,"81","Brazil"
10606,55,"Product YYWRT",20,"2007-07-22 00:00:00",24.0,"81","Brazil"
10606,62,"Product WUXYK",10,"2007-07-22 00:00:00",49.3,"81","Brazil"
10607,7,"Product HMLNI",45,"2007-07-22 00:00:00",30.0,"71","USA"
10607,17,"Product BLCAX",100,"2007-07-22 00:00:00",39.0,"71","USA"
10607,33,"Product ASTMN",14,"2007-07-22 00:00:00",2.5,"71","USA"
10607,40,"Product YZIXQ",42,"2007-07-22 00:00:00",18.4,"71","USA"
10607,72,"Product GEEOO",12,"2007-07-22 00:00:00",34.8,"71","USA"
10608,56,"Product VKCMF",28,"2007-07-23 00:00:00",38.0,"79","Germany"
10609,1,"Product HHYDP",3,"2007-07-24 00:00:00",18.0,"18","France"
10609,10,"Product YHXGE",10,"2007-07-24 00:00:00",31.0,"18","France"
10609,21,"Product VJZZH",6,"2007-07-24 00:00:00",10.0,"18","France"
10610,36,"Product GMKIJ",21,"2007-07-25 00:00:00",19.0,"41","France"
10611,1,"Product HHYDP",6,"2007-07-25 00:00:00",18.0,"91","Poland"
10611,2,"Product RECZE",10,"2007-07-25 00:00:00",19.0,"91","Poland"
10611,60,"Product WHBYK",15,"2007-07-25 00:00:00",34.0,"91","Poland"
10612,10,"Product YHXGE",70,"2007-07-28 00:00:00",31.0,"71","USA"
10612,36,"Product GMKIJ",55,"2007-07-28 00:00:00",19.0,"71","USA"
10612,49,"Product FPYPN",18,"2007-07-28 00:00:00",20.0,"71","USA"
10612,60,"Product WHBYK",40,"2007-07-28 00:00:00",34.0,"71","USA"
10612,76,"Product JYGFE",80,"2007-07-28 00:00:00",18.0,"71","USA"
10613,13,"Product POXFU",8,"2007-07-29 00:00:00",6.0,"35","Venezuela"
10613,75,"Product BWRLG",40,"2007-07-29 00:00:00",7.75,"35","Venezuela"
10614,11,"Product QMVUN",14,"2007-07-29 00:00:00",21.0,"6","Germany"
10614,21,"Product VJZZH",8,"2007-07-29 00:00:00",10.0,"6","Germany"
10614,39,"Product LSOFL",5,"2007-07-29 00:00:00",18.0,"6","Germany"
10615,55,"Product YYWRT",5,"2007-07-30 00:00:00",24.0,"90","Finland"
10616,38,"Product QDOMO",15,"2007-07-31 00:00:00",263.5,"32","USA"
10616,56,"Product VKCMF",14,"2007-07-31 00:00:00",38.0,"32","USA"
10616,70,"Product TOONT",15,"2007-07-31 00:00:00",15.0,"32","USA"
10616,71,"Product MYMOI",15,"2007-07-31 00:00:00",21.5,"32","USA"
10617,59,"Product UKXRI",30,"2007-07-31 00:00:00",55.0,"32","USA"
10618,6,"Product VAIIV",70,"2007-08-01 00:00:00",25.0,"51","Canada"
10618,56,"Product VKCMF",20,"2007-08-01 00:00:00",38.0,"51","Canada"
10618,68,"Product TBTBL",15,"2007-08-01 00:00:00",12.5,"51","Canada"
10619,21,"Product VJZZH",42,"2007-08-04 00:00:00",10.0,"51","Canada"
10619,22,"Product CPHFY",40,"2007-08-04 00:00:00",21.0,"51","Canada"
10620,24,"Product QOGNU",5,"2007-08-05 00:00:00",4.5,"42","Canada"
10620,52,"Product QSRXF",5,"2007-08-05 00:00:00",7.0,"42","Canada"
10621,19,"Product XKXDO",5,"2007-08-05 00:00:00",9.2,"38","UK"
10621,23,"Product JLUDZ",10,"2007-08-05 00:00:00",9.0,"38","UK"
10621,70,"Product TOONT",20,"2007-08-05 00:00:00",15.0,"38","UK"
10621,71,"Product MYMOI",15,"2007-08-05 00:00:00",21.5,"38","UK"
10622,2,"Product RECZE",20,"2007-08-06 00:00:00",19.0,"67","Brazil"
10622,68,"Product TBTBL",18,"2007-08-06 00:00:00",12.5,"67","Brazil"
10623,14,"Product PWCJB",21,"2007-08-07 00:00:00",23.25,"25","Germany"
10623,19,"Product XKXDO",15,"2007-08-07 00:00:00",9.2,"25","Germany"
10623,21,"Product VJZZH",25,"2007-08-07 00:00:00",10.0,"25","Germany"
10623,24,"Product QOGNU",3,"2007-08-07 00:00:00",4.5,"25","Germany"
10623,35,"Product NEVTJ",30,"2007-08-07 00:00:00",18.0,"25","Germany"
